지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),합계 일조시간(hr),월
133,대전,2016-02-01,-3.9,-7.4,1.7,,9.3,2
133,대전,2016-02-02,-3.9,-9.7,2.6,,9.6,2
133,대전,2016-02-03,-1.9,-9.1,5.4,,9.5,2
133,대전,2016-02-04,-0.5,-6.3,5.9,,7.0,2
133,대전,2016-02-05,-0.7,-5.7,5.5,,9.5,2
133,대전,2016-02-06,-1.6,-4.6,3.4,0.0,9.5,2
133,대전,2016-02-07,-2.3,-9.1,4.9,,9.8,2
133,대전,2016-02-08,2.2,-5.7,8.1,,8.3,2
133,대전,2016-02-09,2.6,-1.0,7.8,,9.8,2
133,대전,2016-02-10,3.3,-4.6,12.7,,9.8,2
133,대전,2016-02-11,6.8,-1.8,14.7,0.4,4.1,2
133,대전,2016-02-12,10.0,7.7,11.9,16.8,0.0,2
133,대전,2016-02-13,13.0,9.0,18.7,8.3,2.4,2
133,대전,2016-02-14,-0.1,-3.6,8.9,0.0,2.8,2
133,대전,2016-02-15,-3.3,-6.7,0.8,0.0,9.1,2
133,대전,2016-02-16,-0.2,-3.7,4.4,0.6,5.0,2
133,대전,2016-02-17,0.9,-4.3,6.8,,10.0,2
133,대전,2016-02-18,3.8,-3.5,9.8,,8.2,2
133,대전,2016-02-19,3.5,0.0,6.3,,0.7,2
133,대전,2016-02-20,2.5,-1.0,8.9,,8.5,2
133,대전,2016-02-21,0.4,-3.7,5.8,,9.7,2
133,대전,2016-02-22,2.9,-1.4,7.0,,1.6,2
133,대전,2016-02-23,2.5,-2.7,8.1,0.7,7.0,2
133,대전,2016-02-24,-1.7,-6.5,4.1,,9.4,2
133,대전,2016-02-25,0.5,-5.7,6.1,,9.4,2
133,대전,2016-02-26,2.5,-0.1,5.9,3.8,0.5,2
133,대전,2016-02-27,5.4,1.5,11.3,2.6,7.3,2
133,대전,2016-02-28,2.2,-0.9,5.7,12.2,0.0,2
133,대전,2016-02-29,-2.7,-5.5,0.3,0.4,7.7,2
133,대전,2016-03-01,-1.4,-7.5,4.9,,10.6,3
133,대전,2016-03-02,3.0,-4.3,10.2,,10.6,3
133,대전,2016-03-03,7.4,-0.2,17.0,,6.8,3
133,대전,2016-03-04,9.8,5.4,13.0,8.0,0.0,3
133,대전,2016-03-05,12.2,7.7,18.0,26.7,1.5,3
133,대전,2016-03-06,10.3,6.5,14.7,0.0,7.0,3
133,대전,2016-03-07,9.0,3.4,16.3,,3.2,3
133,대전,2016-03-08,5.0,1.7,7.8,,0.0,3
133,대전,2016-03-09,2.2,-1.1,8.4,,8.3,3
133,대전,2016-03-10,0.3,-3.1,5.6,,10.1,3
133,대전,2016-03-11,0.6,-4.3,6.4,0.0,11.2,3
133,대전,2016-03-12,2.8,-5.0,10.2,,10.0,3
133,대전,2016-03-13,4.1,0.8,9.2,,0.7,3
133,대전,2016-03-14,4.4,0.3,10.2,,6.0,3
133,대전,2016-03-15,6.0,-2.7,14.0,,8.8,3
133,대전,2016-03-16,9.2,3.5,17.1,,9.3,3
133,대전,2016-03-17,10.1,-0.5,18.9,,9.1,3
133,대전,2016-03-18,11.0,8.4,13.9,5.6,0.1,3
133,대전,2016-03-19,11.0,6.8,18.2,,6.9,3
133,대전,2016-03-20,9.7,3.0,17.5,,10.2,3
133,대전,2016-03-21,9.5,2.3,17.4,,10.3,3
133,대전,2016-03-22,9.4,1.5,17.6,,10.9,3
133,대전,2016-03-23,8.3,4.6,14.5,,9.5,3
133,대전,2016-03-24,6.9,1.6,13.3,,9.4,3
133,대전,2016-03-25,6.8,1.2,13.3,,10.3,3
133,대전,2016-03-26,6.4,-0.2,12.9,,10.7,3
133,대전,2016-03-27,7.2,-0.3,15.1,,10.8,3
133,대전,2016-03-28,9.4,-0.3,17.9,,11.6,3
133,대전,2016-03-29,12.9,6.5,18.3,,5.9,3
133,대전,2016-03-30,14.4,7.6,22.9,,10.7,3
133,대전,2016-03-31,13.1,5.1,21.7,,7.8,3
133,대전,2016-04-01,15.0,4.8,25.4,,11.1,4
133,대전,2016-04-02,16.0,6.9,24.6,,9.8,4
133,대전,2016-04-03,13.4,10.8,16.4,2.5,0.4,4
133,대전,2016-04-04,13.5,10.1,18.3,,6.8,4
133,대전,2016-04-05,13.0,5.6,20.8,,11.8,4
133,대전,2016-04-06,13.9,5.5,23.7,4.4,6.0,4
133,대전,2016-04-07,13.2,9.1,18.6,20.1,4.4,4
133,대전,2016-04-08,14.0,8.3,21.8,,7.7,4
133,대전,2016-04-09,15.9,9.8,23.3,,8.4,4
133,대전,2016-04-10,16.6,10.7,24.6,,8.2,4
133,대전,2016-04-11,13.2,8.4,19.0,,11.4,4
133,대전,2016-04-12,14.8,7.5,22.1,0.0,9.8,4
133,대전,2016-04-13,14.4,11.9,19.0,28.1,2.5,4
133,대전,2016-04-14,15.4,10.5,21.3,,9.1,4
133,대전,2016-04-15,15.6,6.7,24.8,,11.8,4
133,대전,2017-02-01,-2.3,-6.6,3.8,0.0,7.4,2
133,대전,2017-02-02,-1.6,-9.0,5.7,,9.7,2
133,대전,2017-02-03,2.1,-3.2,8.6,,9.2,2
133,대전,2017-02-04,2.9,-3.3,8.1,0.0,2.3,2
133,대전,2017-02-05,3.2,1.2,5.5,0.5,0.0,2
133,대전,2017-02-06,0.0,-3.2,4.8,,8.7,2
133,대전,2017-02-07,-0.5,-4.7,5.8,,6.9,2
133,대전,2017-02-08,-0.1,-4.1,4.2,,1.9,2
133,대전,2017-02-09,-2.9,-5.1,0.6,0.1,6.9,2
133,대전,2017-02-10,-4.4,-6.9,-0.3,0.2,9.6,2
133,대전,2017-02-11,-2.9,-7.2,2.6,0.5,8.7,2
133,대전,2017-02-12,-0.3,-5.3,5.7,,10.0,2
133,대전,2017-02-13,0.3,-5.8,6.0,0.6,5.7,2
133,대전,2017-02-14,1.6,-2.8,8.1,,9.1,2
133,대전,2017-02-15,2.2,-5.4,10.8,,9.5,2
133,대전,2017-02-16,7.3,-3.4,15.5,1.9,7.8,2
133,대전,2017-02-17,4.6,-2.7,11.8,1.9,7.6,2
133,대전,2017-02-18,-1.0,-6.2,4.8,,10.2,2
133,대전,2017-02-19,3.1,-4.9,9.2,3.5,5.0,2
133,대전,2017-02-20,1.3,-4.9,7.2,15.3,7.0,2
133,대전,2017-02-21,0.6,-6.9,9.0,,10.1,2
133,대전,2017-02-22,3.0,0.2,4.1,17.5,0.0,2
133,대전,2017-02-23,0.5,-3.0,5.3,,8.9,2
133,대전,2017-02-24,0.6,-5.4,6.9,,10.2,2
133,대전,2017-02-25,3.5,-2.7,10.0,,10.4,2
133,대전,2017-02-26,4.0,-0.8,10.5,,9.8,2
133,대전,2017-02-27,4.2,-2.5,12.0,,10.1,2
133,대전,2017-02-28,5.3,-2.7,14.0,,10.5,2
133,대전,2017-03-01,6.1,1.0,12.8,0.1,2.3,3
133,대전,2017-03-02,3.0,-1.0,8.3,2.0,7.5,3
133,대전,2017-03-03,4.2,-3.6,12.5,,10.6,3
133,대전,2017-03-04,6.1,-1.2,15.1,,9.7,3
133,대전,2017-03-05,6.3,0.0,14.6,,8.3,3
133,대전,2017-03-06,1.8,-1.6,6.7,0.0,10.8,3
133,대전,2017-03-07,-0.2,-2.6,4.0,1.2,9.9,3
133,대전,2017-03-08,1.4,-3.7,6.0,0.0,9.2,3
133,대전,2017-03-09,4.7,-1.1,10.7,,10.5,3
133,대전,2017-03-10,5.9,-1.5,13.4,,11.0,3
133,대전,2017-03-11,7.4,-1.9,17.1,,10.8,3
133,대전,2017-03-12,8.9,0.3,16.8,,6.6,3
133,대전,2017-03-13,8.0,2.7,13.8,,9.3,3
133,대전,2017-03-14,5.6,-0.1,12.0,,11.1,3
133,대전,2017-03-15,5.9,-1.8,12.8,,11.1,3
133,대전,2017-03-16,6.3,-1.2,13.8,,10.3,3
133,대전,2017-03-17,7.6,-1.4,16.6,,10.9,3
133,대전,2017-03-18,8.8,2.9,18.0,,7.0,3
133,대전,2017-03-19,10.0,0.7,19.2,,10.6,3
133,대전,2017-03-20,8.6,2.7,13.6,0.1,2.3,3
133,대전,2017-03-21,8.4,4.9,13.0,0.0,10.0,3
133,대전,2017-03-22,7.6,0.0,14.6,,7.6,3
133,대전,2017-03-23,9.5,4.0,16.6,,8.3,3
133,대전,2017-03-24,9.0,1.7,15.6,,6.4,3
133,대전,2017-03-25,7.6,6.4,9.9,0.9,0.2,3
133,대전,2017-03-26,7.1,4.6,10.5,0.0,1.4,3
133,대전,2017-03-27,6.4,3.5,11.1,1.6,5.2,3
133,대전,2017-03-28,7.9,0.9,14.2,0.2,7.4,3
133,대전,2017-03-29,9.7,4.3,16.8,1.6,8.8,3
133,대전,2017-03-30,11.2,2.1,19.5,,11.1,3
133,대전,2017-03-31,10.0,8.0,14.6,3.9,1.4,3
133,대전,2017-04-01,9.1,5.2,13.6,1.1,6.7,4
133,대전,2017-04-02,9.3,1.9,17.1,,11.7,4
133,대전,2017-04-03,12.0,3.6,21.3,,11.7,4
133,대전,2017-04-04,14.2,4.1,22.8,,10.4,4
133,대전,2017-04-05,12.8,10.7,14.2,17.0,0.0,4
133,대전,2017-04-06,13.8,11.2,16.7,15.9,2.4,4
133,대전,2017-04-07,16.2,9.5,24.6,,9.0,4
133,대전,2017-04-08,16.7,10.2,24.6,,9.8,4
133,대전,2017-04-09,14.4,11.9,19.7,,8.2,4
133,대전,2017-04-10,15.1,9.4,21.4,,10.3,4
133,대전,2017-04-11,12.5,8.2,19.4,14.3,8.2,4
133,대전,2017-04-12,12.1,5.7,18.4,,12.0,4
133,대전,2017-04-13,13.2,5.7,20.1,,11.5,4
133,대전,2017-04-14,16.0,10.5,20.9,0.0,8.1,4
133,대전,2017-04-15,18.7,12.5,25.6,,11.6,4
133,대전,2017-04-16,19.9,10.6,28.6,,10.8,4
133,대전,2018-02-01,-2.1,-6.6,4.1,,8.9,2
133,대전,2018-02-02,-2.7,-9.0,4.5,,9.2,2
133,대전,2018-02-03,-4.7,-8.2,-1.4,0.0,9.2,2
133,대전,2018-02-04,-7.3,-11.2,-2.5,0.0,9.1,2
133,대전,2018-02-05,-8.1,-12.5,-2.4,,9.1,2
133,대전,2018-02-06,-8.2,-13.2,-3.2,0.2,9.6,2
133,대전,2018-02-07,-7.3,-13.9,0.0,0.0,9.6,2
133,대전,2018-02-08,-3.8,-11.2,4.5,,9.4,2
133,대전,2018-02-09,1.4,-5.7,9.0,,5.1,2
133,대전,2018-02-10,0.5,-5.2,6.8,,4.3,2
133,대전,2018-02-11,-3.7,-7.7,0.6,1.0,6.5,2
133,대전,2018-02-12,-4.8,-9.5,-0.4,1.4,4.7,2
133,대전,2018-02-13,-0.8,-6.7,4.4,0.9,9.8,2
133,대전,2018-02-14,5.6,-0.8,11.6,,4.8,2
133,대전,2018-02-15,0.8,-3.2,7.2,,9.1,2
133,대전,2018-02-16,0.4,-5.2,7.5,,8.9,2
133,대전,2018-02-17,-1.1,-4.9,4.1,,9.4,2
133,대전,2018-02-18,-0.1,-3.7,4.3,,0.6,2
133,대전,2018-02-19,2.5,-3.4,8.8,,8.4,2
133,대전,2018-02-20,1.9,-3.3,8.1,,6.7,2
133,대전,2018-02-21,-0.1,-3.8,5.4,,8.6,2
133,대전,2018-02-22,0.5,-7.3,7.6,0.0,8.7,2
133,대전,2018-02-23,5.5,0.2,10.0,2.0,5.1,2
133,대전,2018-02-24,6.0,0.7,11.8,,5.7,2
133,대전,2018-02-25,4.0,-0.6,11.1,,5.9,2
133,대전,2018-02-26,4.0,-4.2,13.0,,10.5,2
133,대전,2018-02-27,6.3,-1.9,13.1,,6.1,2
133,대전,2018-02-28,5.3,1.4,9.9,35.0,0.0,2
133,대전,2018-03-01,2.0,-3.2,4.8,1.0,9.1,3
133,대전,2018-03-02,1.1,-6.2,8.7,,10.6,3
133,대전,2018-03-03,8.6,-1.7,18.7,,9.2,3
133,대전,2018-03-04,15.1,9.5,23.1,11.5,5.7,3
133,대전,2018-03-05,6.6,3.3,14.5,18.6,0.0,3
133,대전,2018-03-06,5.6,-0.4,12.5,,10.7,3
133,대전,2018-03-07,6.1,3.2,10.2,4.0,2.8,3
133,대전,2018-03-08,2.9,0.6,6.2,12.5,0.1,3
133,대전,2018-03-09,3.3,0.5,6.4,,0.8,3
133,대전,2018-03-10,4.1,-1.2,11.5,,8.3,3
133,대전,2018-03-11,7.7,2.2,14.8,,8.5,3
133,대전,2018-03-12,8.6,0.1,17.6,,10.3,3
133,대전,2018-03-13,12.4,2.9,20.8,,8.9,3
133,대전,2018-03-14,16.3,7.9,24.2,,10.8,3
133,대전,2018-03-15,13.7,10.6,15.8,16.6,0.0,3
133,대전,2018-03-16,6.6,3.1,10.8,0.1,4.1,3
133,대전,2018-03-17,7.6,0.4,14.8,,10.8,3
133,대전,2018-03-18,7.8,3.0,11.4,8.0,0.0,3
133,대전,2018-03-19,8.3,5.5,11.1,22.0,0.0,3
133,대전,2018-03-20,5.9,2.8,10.3,,3.5,3
133,대전,2018-03-21,1.2,-0.3,2.9,13.5,0.0,3
133,대전,2018-03-22,5.2,0.5,12.2,0.6,10.0,3
133,대전,2018-03-23,6.3,-1.0,13.9,,10.8,3
133,대전,2018-03-24,8.4,1.7,15.1,,7.5,3
133,대전,2018-03-25,10.9,4.4,19.5,,8.5,3
133,대전,2018-03-26,12.4,3.9,20.5,,10.5,3
133,대전,2018-03-27,13.9,6.3,21.5,,10.2,3
133,대전,2018-03-28,15.1,8.3,22.0,,10.1,3
133,대전,2018-03-29,16.0,10.7,21.5,,2.4,3
133,대전,2018-03-30,15.6,10.4,21.6,,8.7,3
133,대전,2018-03-31,15.9,9.2,23.1,,9.7,3
133,대전,2018-04-01,16.0,10.3,20.6,,0.5,4
133,대전,2018-04-02,18.3,11.5,25.1,,10.3,4
133,대전,2018-04-03,19.1,13.2,25.7,,7.1,4
133,대전,2018-04-04,13.2,9.4,18.2,21.1,0.5,4
133,대전,2018-04-05,8.2,7.4,9.4,18.6,0.0,4
133,대전,2018-04-06,7.8,3.5,13.4,18.8,6.3,4
133,대전,2018-04-07,5.0,2.6,9.4,,9.2,4
133,대전,2018-04-08,8.2,0.8,13.4,,7.9,4
133,대전,2018-04-09,11.9,5.5,18.7,,10.9,4
133,대전,2018-04-10,16.2,5.3,24.2,0.3,9.2,4
133,대전,2018-04-11,15.6,10.5,21.4,14.6,11.3,4
133,대전,2018-04-12,13.9,6.0,22.2,,11.9,4
133,대전,2018-04-13,13.2,5.9,18.6,0.0,0.9,4
133,대전,2018-04-14,9.0,7.2,13.0,36.7,0.0,4
133,대전,2018-04-15,10.2,5.8,16.5,,9.2,4
133,대전,2018-04-16,11.6,3.3,18.9,,10.9,4
133,대전,2019-02-01,-1.2,-6.7,3.9,,7.3,2
133,대전,2019-02-02,1.7,-4.9,8.8,0.0,4.5,2
133,대전,2019-02-03,5.0,3.2,8.7,27.1,0.0,2
133,대전,2019-02-04,1.3,-2.2,6.5,,9.1,2
133,대전,2019-02-05,3.2,-4.3,12.0,,8.3,2
133,대전,2019-02-06,6.1,-1.2,13.5,,6.2,2
133,대전,2019-02-07,1.8,-5.1,7.6,0.0,7.0,2
133,대전,2019-02-08,-3.3,-7.5,2.1,,8.3,2
133,대전,2019-02-09,-2.7,-5.3,1.7,,9.4,2
133,대전,2019-02-10,-2.4,-7.0,2.2,,5.2,2
133,대전,2019-02-11,-1.7,-6.1,4.1,,9.7,2
133,대전,2019-02-12,-0.3,-6.2,5.4,,6.0,2
133,대전,2019-02-13,-0.3,-3.9,4.9,,9.5,2
133,대전,2019-02-14,1.5,-3.3,8.1,,8.6,2
133,대전,2019-02-15,1.7,-0.6,4.7,0.0,0.7,2
133,대전,2019-02-16,-0.7,-3.5,2.8,0.1,7.6,2
133,대전,2019-02-17,-0.7,-6.5,6.8,,10.0,2
133,대전,2019-02-18,1.9,-4.5,6.8,0.1,4.3,2
133,대전,2019-02-19,2.2,-0.1,4.1,18.8,0.0,2
133,대전,2019-02-20,1.9,-0.7,6.1,0.0,2.1,2
133,대전,2019-02-21,2.1,-3.3,8.5,,9.4,2
133,대전,2019-02-22,3.6,-1.5,9.9,,7.8,2
133,대전,2019-02-23,5.5,-1.9,14.2,,9.1,2
133,대전,2019-02-24,6.7,-0.8,15.1,,10.3,2
133,대전,2019-02-25,5.7,0.9,12.9,,9.7,2
133,대전,2019-02-26,5.3,-2.4,12.7,,10.2,2
133,대전,2019-02-27,6.6,4.2,9.8,0.2,0.0,2
133,대전,2019-02-28,6.7,0.7,13.4,,6.9,2
133,대전,2019-03-01,6.1,0.0,13.7,,8.5,3
133,대전,2019-03-02,7.4,-0.9,16.0,,7.3,3
133,대전,2019-03-03,9.0,1.4,15.5,,5.6,3
133,대전,2019-03-04,10.0,5.5,16.4,,7.3,3
133,대전,2019-03-05,8.7,2.8,14.0,,4.3,3
133,대전,2019-03-06,9.7,5.8,15.4,,6.3,3
133,대전,2019-03-07,7.1,3.0,13.2,,6.0,3
133,대전,2019-03-08,7.0,-0.6,15.5,,10.8,3
133,대전,2019-03-09,8.2,-1.4,17.3,,10.1,3
133,대전,2019-03-10,7.9,3.7,11.3,0.1,0.1,3
133,대전,2019-03-11,5.7,0.6,9.8,0.8,2.5,3
133,대전,2019-03-12,4.5,-0.3,11.1,0.5,2.3,3
133,대전,2019-03-13,3.7,-1.8,9.2,,10.7,3
133,대전,2019-03-14,5.9,-2.6,12.2,,8.2,3
133,대전,2019-03-15,6.9,2.0,12.0,1.1,6.0,3
133,대전,2019-03-16,6.0,2.1,11.1,,7.7,3
133,대전,2019-03-17,7.3,2.6,14.1,,10.4,3
133,대전,2019-03-18,7.1,-0.6,14.5,,5.9,3
133,대전,2019-03-19,10.6,1.5,19.6,,10.7,3
133,대전,2019-03-20,10.9,6.3,16.4,17.7,0.1,3
133,대전,2019-03-21,8.5,2.7,13.7,2.6,1.4,3
133,대전,2019-03-22,4.4,0.3,10.6,,10.7,3
133,대전,2019-03-23,3.2,-1.2,9.7,6.2,9.0,3
133,대전,2019-03-24,4.5,-1.9,11.2,,11.7,3
133,대전,2019-03-25,7.2,0.2,14.4,,8.4,3
133,대전,2019-03-26,11.9,4.3,19.5,,9.7,3
133,대전,2019-03-27,14.3,10.4,21.0,,8.4,3
133,대전,2019-03-28,12.0,7.3,18.1,,7.9,3
133,대전,2019-03-29,11.6,6.2,18.4,,8.2,3
133,대전,2019-03-30,6.1,4.2,10.3,4.7,2.9,3
133,대전,2019-03-31,5.5,2.8,9.7,0.0,7.8,3
133,대전,2019-04-01,6.1,0.5,11.3,0.0,8.6,4
133,대전,2019-04-02,6.6,-1.1,14.4,,12.0,4
133,대전,2019-04-03,7.6,-0.2,14.9,,12.1,4
133,대전,2019-04-04,9.2,1.1,17.3,,11.8,4
133,대전,2019-04-05,11.6,7.7,18.6,,6.9,4
133,대전,2019-04-06,12.5,2.8,20.6,,6.6,4
133,대전,2019-04-07,14.2,9.3,20.7,0.8,5.3,4
133,대전,2019-04-08,12.6,4.9,19.4,,11.1,4
133,대전,2019-04-09,10.4,5.0,16.5,31.3,2.7,4
133,대전,2019-04-10,7.9,4.9,10.6,4.9,0.0,4
133,대전,2019-04-11,10.3,4.3,15.8,,5.7,4
133,대전,2019-04-12,12.1,5.1,19.0,,11.7,4
133,대전,2019-04-13,12.2,4.7,19.9,,10.3,4
133,대전,2019-04-14,10.5,6.9,15.4,0.5,3.9,4
133,대전,2019-04-15,11.6,2.9,20.5,,12.3,4
133,대전,2019-04-16,14.6,4.0,23.8,,10.3,4
133,대전,2020-02-01,2.1,-2.5,7.3,,0.7,2
133,대전,2020-02-02,1.8,-2.3,7.6,,6.8,2
133,대전,2020-02-03,1.5,-3.6,5.9,0.0,8.4,2
133,대전,2020-02-04,0.4,-5.8,7.2,0.7,9.6,2
133,대전,2020-02-05,-4.6,-8.2,0.8,0.1,9.7,2
133,대전,2020-02-06,-5.0,-10.5,0.8,,7.8,2
133,대전,2020-02-07,-1.2,-7.6,4.8,,7.1,2
133,대전,2020-02-08,1.6,-2.1,6.5,,8.0,2
133,대전,2020-02-09,0.5,-5.4,7.2,,9.9,2
133,대전,2020-02-10,5.1,-0.2,12.0,,9.4,2
133,대전,2020-02-11,6.6,-2.1,16.0,,8.5,2
133,대전,2020-02-12,7.7,5.3,9.8,15.8,0.0,2
133,대전,2020-02-13,7.4,3.7,9.8,0.1,0.0,2
133,대전,2020-02-14,7.5,3.5,14.4,,5.7,2
133,대전,2020-02-15,9.9,3.2,16.8,1.5,5.4,2
133,대전,2020-02-16,0.8,-1.9,8.6,8.4,1.9,2
133,대전,2020-02-17,-3.2,-5.4,0.0,0.7,4.7,2
133,대전,2020-02-18,-1.6,-7.2,5.0,0.1,10.0,2
133,대전,2020-02-19,2.1,-4.0,9.2,,6.4,2
133,대전,2020-02-20,5.3,-1.2,13.0,,9.7,2
133,대전,2020-02-21,7.3,0.2,14.9,2.3,6.0,2
133,대전,2020-02-22,6.3,1.6,10.4,1.2,8.9,2
133,대전,2020-02-23,3.7,-1.9,9.8,,10.4,2
133,대전,2020-02-24,7.4,-2.3,15.9,0.4,9.9,2
133,대전,2020-02-25,7.0,6.2,9.1,55.3,0.0,2
133,대전,2020-02-26,8.0,4.2,14.7,,7.5,2
133,대전,2020-02-27,6.9,3.4,12.5,,8.3,2
133,대전,2020-02-28,5.1,3.7,6.7,4.6,0.0,2
133,대전,2020-02-29,7.4,3.8,12.9,,4.0,2
133,대전,2020-03-01,6.3,2.6,11.8,,2.6,3
133,대전,2020-03-02,5.3,2.2,10.6,,10.2,3
133,대전,2020-03-03,7.2,0.1,15.0,,8.8,3
133,대전,2020-03-04,4.2,0.2,8.8,0.0,9.8,3
133,대전,2020-03-05,3.0,-1.9,9.3,,10.4,3
133,대전,2020-03-06,4.5,-3.6,12.3,,10.9,3
133,대전,2020-03-07,6.0,2.5,10.6,0.0,0.1,3
133,대전,2020-03-08,8.7,-0.2,18.6,,10.8,3
133,대전,2020-03-09,10.0,3.0,16.1,1.6,4.8,3
133,대전,2020-03-10,6.8,3.3,9.2,8.8,0.0,3
133,대전,2020-03-11,4.8,0.7,10.2,,11.1,3
133,대전,2020-03-12,7.0,-1.6,16.2,,10.9,3
133,대전,2020-03-13,6.6,0.9,12.4,,7.1,3
133,대전,2020-03-14,4.7,-2.2,11.7,,11.3,3
133,대전,2020-03-15,5.4,0.8,12.4,0.0,9.6,3
133,대전,2020-03-16,4.4,-1.8,11.2,,11.3,3
133,대전,2020-03-17,7.8,2.6,12.8,,5.6,3
133,대전,2020-03-18,10.4,2.5,19.2,,9.3,3
133,대전,2020-03-19,10.4,6.6,15.4,,8.1,3
133,대전,2020-03-20,9.6,3.4,15.8,,11.2,3
133,대전,2020-03-21,14.6,5.6,23.1,,9.6,3
133,대전,2020-03-22,13.2,7.4,19.9,,11.2,3
133,대전,2020-03-23,10.2,2.9,18.2,,11.6,3
133,대전,2020-03-24,11.4,3.3,19.4,,11.3,3
133,대전,2020-03-25,13.6,4.2,22.6,,11.0,3
133,대전,2020-03-26,14.2,9.4,19.4,1.4,0.7,3
133,대전,2020-03-27,11.9,5.6,14.8,12.6,2.3,3
133,대전,2020-03-28,7.5,4.1,12.4,,5.2,3
133,대전,2020-03-29,8.9,0.4,16.7,,9.5,3
133,대전,2020-03-30,12.2,5.7,19.3,,11.5,3
133,대전,2020-03-31,12.6,3.7,20.9,,10.2,3
133,대전,2020-04-01,11.6,6.0,20.3,,7.5,4
133,대전,2020-04-02,10.1,2.7,18.0,,11.0,4
133,대전,2020-04-03,11.0,3.3,18.9,,11.7,4
133,대전,2020-04-04,9.5,4.3,16.6,,11.2,4
133,대전,2020-04-05,8.0,0.6,16.5,,12.2,4
133,대전,2020-04-06,9.7,0.9,18.3,,10.7,4
133,대전,2020-04-07,11.5,4.5,19.2,,11.3,4
133,대전,2020-04-08,10.1,5.1,16.3,,12.2,4
133,대전,2020-04-09,9.6,2.4,16.7,,11.1,4
133,대전,2020-04-10,10.9,5.4,17.9,,10.8,4
133,대전,2020-04-11,8.9,4.6,14.7,,4.8,4
133,대전,2020-04-12,8.6,2.5,17.3,1.3,7.5,4
133,대전,2020-04-13,10.7,4.7,18.5,,10.2,4
133,대전,2020-04-14,12.9,4.3,21.9,,12.4,4
133,대전,2020-04-15,12.8,4.0,21.4,,8.4,4
